,Airline,Source,Destination,Total_Stops,Price,Date,Month,Year,Day_no,Arrival_hour,Arrival_min,Dep_hour,Dep_min,dur_float
2564,Multiple carriers,Delhi,Cochin,1,7575,21,5,2019,1,19,15,4,55,14.333333333333334
2565,Air India,Kolkata,Banglore,2,14120,5,6,2019,2,12,0,16,45,19.25
2566,Multiple carriers,Delhi,Cochin,1,6916,3,9,2019,1,22,20,7,5,15.25
2567,Multiple carriers,Delhi,Cochin,1,7878,27,5,2019,0,22,30,7,10,15.333333333333334
2568,Jet Airways,Banglore,New Delhi,1,11087,18,3,2019,0,20,20,22,50,21.5
2569,IndiGo,Kolkata,Banglore,0,4804,27,4,2019,5,16,55,14,25,2.5
2570,SpiceJet,Chennai,Kolkata,0,3597,15,6,2019,5,12,0,9,45,2.25
2571,Air India,Kolkata,Banglore,2,12723,15,5,2019,2,16,15,5,50,34.416666666666664
2572,IndiGo,Mumbai,Hyderabad,0,2227,15,5,2019,2,21,40,20,5,1.5833333333333335
2573,Air India,Delhi,Cochin,1,9929,24,5,2019,4,19,15,7,0,12.25
2574,Jet Airways,Kolkata,Banglore,1,11841,6,9,2019,4,9,20,21,10,12.166666666666666
2575,Jet Airways,Delhi,Cochin,1,12373,5,9,2019,3,4,25,11,30,16.916666666666668
2576,Jet Airways,Delhi,Cochin,1,12898,21,5,2019,1,19,0,20,55,22.083333333333332
2577,Air India,Delhi,Cochin,2,15113,3,3,2019,6,7,40,5,55,25.75
2578,Multiple carriers,Delhi,Cochin,1,10529,18,5,2019,5,19,0,11,40,7.333333333333333
2579,Air India,Delhi,Cochin,2,8875,27,3,2019,2,7,40,13,5,18.583333333333332
2580,Jet Airways,Kolkata,Banglore,1,10844,15,5,2019,2,20,45,8,25,12.333333333333334
2581,Air India,Banglore,New Delhi,0,15676,3,1,2019,3,8,55,6,10,2.75
2582,Jet Airways,Kolkata,Banglore,1,7064,4,1,2019,4,23,35,8,25,15.166666666666666
2583,Jet Airways,Kolkata,Banglore,1,10844,6,9,2019,4,19,50,8,25,11.416666666666666
2584,Jet Airways,Mumbai,Hyderabad,1,19595,3,6,2019,0,16,50,14,0,26.833333333333332
2585,Jet Airways,Kolkata,Banglore,1,13941,5,1,2019,5,8,15,14,5,18.166666666666668
2586,IndiGo,Delhi,Cochin,1,6790,21,3,2019,3,16,10,8,35,7.583333333333333
2587,SpiceJet,Kolkata,Banglore,0,3841,27,4,2019,5,11,25,9,0,2.4166666666666665
2588,Jet Airways,Banglore,New Delhi,1,11087,18,3,2019,0,9,0,11,40,21.333333333333332
2589,Air India,Delhi,Cochin,2,11491,15,5,2019,2,19,15,19,45,23.5
2590,IndiGo,Banglore,Delhi,0,3943,4,9,2019,2,8,20,5,30,2.8333333333333335
2591,Jet Airways,Banglore,New Delhi,1,22270,3,1,2019,3,7,40,11,40,20.0
2592,Vistara,Banglore,Delhi,0,4878,6,9,2019,4,19,35,17,0,2.5833333333333335
2593,Jet Airways,Delhi,Cochin,1,14714,6,9,2019,4,4,25,22,50,5.583333333333333
2594,Multiple carriers,Delhi,Cochin,1,10877,24,6,2019,0,19,0,6,40,12.333333333333334
2596,Jet Airways,Kolkata,Banglore,1,14571,24,5,2019,4,12,0,20,0,16.0
2597,Jet Airways,Kolkata,Banglore,1,7064,4,1,2019,4,20,45,18,55,25.833333333333332
2598,IndiGo,Kolkata,Banglore,0,5618,3,6,2019,0,17,55,15,20,2.5833333333333335
2599,Multiple carriers,Delhi,Cochin,1,13727,15,5,2019,2,1,30,14,0,11.5
2600,Vistara,Delhi,Cochin,0,4851,4,1,2019,4,17,50,14,40,3.1666666666666665
2601,Air India,Kolkata,Banglore,2,15187,24,3,2019,6,21,50,9,10,12.666666666666666
2602,GoAir,Banglore,Delhi,0,3419,15,5,2019,2,10,40,7,45,2.9166666666666665
2603,IndiGo,Banglore,Delhi,0,3943,4,1,2019,4,8,50,6,5,2.75
2604,Jet Airways,Delhi,Cochin,2,15129,18,5,2019,5,12,35,9,40,26.916666666666668
2605,IndiGo,Banglore,Delhi,0,3419,21,6,2019,4,3,15,0,25,2.8333333333333335
2606,Air India,Delhi,Cochin,2,10861,21,5,2019,1,19,15,20,0,23.25
2607,IndiGo,Delhi,Cochin,1,7074,21,4,2019,6,10,5,5,10,4.916666666666667
2608,Air India,Kolkata,Banglore,2,11542,5,6,2019,2,15,5,9,25,29.666666666666668
2609,IndiGo,Delhi,Cochin,1,6968,21,4,2019,6,12,10,6,50,5.333333333333333
2610,Jet Airways,Banglore,Delhi,0,5769,6,12,2019,4,20,45,17,45,3.0
2611,Vistara,Kolkata,Banglore,1,7927,6,12,2019,4,22,40,20,20,26.333333333333332
2612,Jet Airways,Kolkata,Banglore,1,13044,6,12,2019,4,8,15,18,55,13.333333333333334
2613,Jet Airways,Delhi,Cochin,2,15129,21,5,2019,1,12,35,23,5,13.5
2614,SpiceJet,Kolkata,Banglore,0,3841,5,1,2019,5,11,25,9,0,2.4166666666666665
2615,IndiGo,Kolkata,Banglore,0,4804,24,6,2019,0,22,55,20,20,2.5833333333333335
2616,SpiceJet,Banglore,Delhi,0,4319,4,12,2019,2,8,35,5,55,2.6666666666666665
2617,Jet Airways,Delhi,Cochin,1,16079,27,5,2019,0,19,0,21,50,21.166666666666668
2618,Jet Airways,Banglore,New Delhi,1,54826,18,3,2019,0,5,5,22,50,6.25
2619,IndiGo,Delhi,Cochin,1,12351,3,9,2019,1,1,35,17,30,8.083333333333334
2620,Jet Airways,Kolkata,Banglore,1,13067,5,6,2019,2,19,10,17,0,26.166666666666668
2621,Jet Airways,Banglore,New Delhi,1,13817,3,12,2019,1,7,40,18,55,12.75
2622,SpiceJet,Banglore,Delhi,0,3625,21,5,2019,1,0,5,21,10,2.9166666666666665
2623,Air India,Mumbai,Hyderabad,3,18293,3,12,2019,1,15,15,9,40,29.583333333333332
2624,Vistara,Banglore,Delhi,0,5613,4,1,2019,4,22,15,19,30,2.75
2625,Air India,Delhi,Cochin,1,11038,3,6,2019,0,8,15,6,10,26.083333333333332
2626,IndiGo,Banglore,Delhi,0,4077,4,3,2019,0,8,50,6,5,2.75
2627,Multiple carriers,Delhi,Cochin,1,6883,27,3,2019,2,21,0,8,0,13.0
2628,Air India,Banglore,New Delhi,0,19508,3,3,2019,6,19,45,17,0,2.75
2629,Air India,Banglore,New Delhi,1,8714,15,3,2019,4,23,15,8,50,14.416666666666666
2630,IndiGo,Kolkata,Banglore,0,4804,5,1,2019,5,7,15,4,40,2.5833333333333335
2631,Multiple carriers,Delhi,Cochin,1,15078,3,3,2019,6,15,30,8,0,7.5
2632,SpiceJet,Kolkata,Banglore,0,4807,21,4,2019,6,19,40,17,10,2.5
2633,Multiple carriers,Delhi,Cochin,3,21829,3,6,2019,0,21,0,11,35,9.416666666666666
2634,Vistara,Banglore,New Delhi,0,5403,24,3,2019,6,14,10,11,30,2.6666666666666665
2635,Jet Airways,Banglore,New Delhi,1,26890,3,1,2019,3,16,10,7,0,9.166666666666666
2636,GoAir,Kolkata,Banglore,1,7335,18,5,2019,5,7,45,23,30,8.25
2637,Jet Airways,Delhi,Cochin,2,9412,27,3,2019,2,4,25,17,35,10.833333333333334
2638,Jet Airways,Kolkata,Banglore,1,10844,21,5,2019,1,19,50,8,25,11.416666666666666
2639,IndiGo,Banglore,Delhi,0,4990,6,6,2019,3,21,50,18,55,2.9166666666666665
2640,Jet Airways,Delhi,Cochin,2,16704,27,5,2019,0,4,25,23,5,29.333333333333332
2641,Air India,Delhi,Cochin,2,7711,4,9,2019,2,19,15,5,55,37.333333333333336
2642,Jet Airways,Delhi,Cochin,1,10262,6,3,2019,2,4,25,17,30,10.916666666666666
2643,Multiple carriers,Delhi,Cochin,1,6007,24,6,2019,0,21,0,12,50,8.166666666666666
2644,Air India,Kolkata,Banglore,2,12219,4,1,2019,4,5,25,9,25,20.0
2645,GoAir,Banglore,Delhi,0,3898,5,1,2019,5,23,40,20,55,2.75
2646,Jet Airways,Kolkata,Banglore,1,11467,5,6,2019,2,22,5,17,0,29.083333333333332
2647,Air India,Kolkata,Banglore,2,12534,18,5,2019,5,20,25,8,20,12.083333333333334
2648,Jet Airways,Kolkata,Banglore,1,10844,6,6,2019,3,18,15,8,25,9.833333333333334
2649,SpiceJet,Banglore,New Delhi,0,4377,24,3,2019,6,8,35,5,45,2.8333333333333335
2650,Vistara,Chennai,Kolkata,0,11982,6,9,2019,4,20,5,17,45,2.3333333333333335
2651,SpiceJet,Banglore,Delhi,0,4423,6,9,2019,4,12,20,9,30,2.8333333333333335
2652,Jet Airways,Delhi,Cochin,1,17234,3,3,2019,6,4,25,19,15,9.166666666666666
2653,Vistara,Kolkata,Banglore,1,8295,4,1,2019,4,22,55,7,10,15.75
2654,Jet Airways,Delhi,Cochin,2,15864,3,6,2019,0,19,45,5,30,38.25
2655,GoAir,Banglore,Delhi,0,3398,27,5,2019,0,14,30,11,40,2.8333333333333335
2656,Multiple carriers,Delhi,Cochin,1,7198,6,9,2019,4,1,30,13,0,12.5
2657,Jet Airways,Banglore,Delhi,0,7229,4,6,2019,1,8,45,6,0,2.75
2658,Jet Airways,Delhi,Cochin,2,13014,6,12,2019,4,4,25,5,30,22.916666666666668
2659,Air India,Kolkata,Banglore,1,6528,5,9,2019,3,14,35,14,35,24.0
2660,Jet Airways,Delhi,Cochin,2,13292,6,12,2019,4,12,35,9,35,27.0
2662,Air India,Delhi,Cochin,2,11071,15,6,2019,5,19,15,20,0,23.25
2663,SpiceJet,Kolkata,Banglore,0,4174,21,4,2019,6,9,30,6,55,2.5833333333333335
2664,Multiple carriers,Delhi,Cochin,1,11299,27,3,2019,2,18,50,4,0,14.833333333333334
2665,Jet Airways,Delhi,Cochin,1,12373,18,5,2019,5,12,35,19,45,16.833333333333332
2666,Air India,Banglore,New Delhi,1,13439,3,1,2019,3,9,15,5,50,27.416666666666668
2667,IndiGo,Kolkata,Banglore,0,4804,5,1,2019,5,22,55,20,20,2.5833333333333335
2668,Air India,Kolkata,Banglore,2,11642,5,12,2019,3,5,35,9,25,20.166666666666668
2669,IndiGo,Banglore,Delhi,0,3419,18,6,2019,1,3,15,0,25,2.8333333333333335
2670,IndiGo,Kolkata,Banglore,2,6103,21,5,2019,1,12,10,6,35,5.583333333333333
2671,Air India,Kolkata,Banglore,2,13033,5,9,2019,3,1,20,7,0,18.333333333333332
2672,Jet Airways,Banglore,New Delhi,2,11245,18,3,2019,0,15,55,8,55,7.0
2673,Jet Airways,Kolkata,Banglore,1,10056,4,1,2019,4,12,0,6,30,5.5
2674,Jet Airways,Kolkata,Banglore,1,10539,6,6,2019,3,14,25,20,25,18.0
2675,IndiGo,Chennai,Kolkata,0,5277,18,3,2019,0,0,25,22,5,2.3333333333333335
2676,Air India,Kolkata,Banglore,1,11936,21,5,2019,1,23,15,10,0,13.25
2678,Vistara,Kolkata,Banglore,1,8820,6,6,2019,3,20,20,17,0,27.333333333333332
2679,Jet Airways,Delhi,Cochin,1,12373,5,9,2019,3,12,35,15,0,21.583333333333332
2680,Jet Airways,Delhi,Cochin,1,10262,6,1,2019,6,12,35,9,0,27.583333333333332
2681,Jet Airways,Mumbai,Hyderabad,0,4995,6,3,2019,2,8,30,7,5,1.4166666666666667
2682,Jet Airways,Delhi,Cochin,1,7438,27,3,2019,2,19,45,21,50,21.916666666666668
2683,IndiGo,Kolkata,Banglore,0,4148,21,3,2019,3,8,20,5,30,2.8333333333333335
2684,IndiGo,Chennai,Kolkata,0,3597,27,5,2019,0,17,5,14,45,2.3333333333333335
2685,Air Asia,Kolkata,Banglore,1,5192,5,1,2019,5,23,30,7,35,15.916666666666666
2686,Jet Airways,Banglore,New Delhi,1,16736,3,6,2019,0,20,20,8,0,12.333333333333334
2687,Multiple carriers,Delhi,Cochin,1,7933,6,1,2019,6,21,0,13,0,8.0
2688,Air India,Delhi,Cochin,1,8879,18,5,2019,5,19,15,8,0,11.25
2689,IndiGo,Delhi,Cochin,0,5000,5,12,2019,3,17,40,14,25,3.25
2690,Vistara,Kolkata,Banglore,1,8137,5,6,2019,2,9,5,17,0,16.083333333333332
2691,Air India,Delhi,Cochin,2,22096,3,9,2019,1,19,15,16,55,26.333333333333332
2692,SpiceJet,Banglore,New Delhi,0,4273,24,3,2019,6,8,35,5,45,2.8333333333333335
2693,Jet Airways,Banglore,New Delhi,1,35185,3,1,2019,3,0,45,18,40,6.083333333333333
2694,IndiGo,Kolkata,Banglore,1,4226,15,4,2019,0,23,15,19,35,3.6666666666666665
2695,Jet Airways,Kolkata,Banglore,1,10844,5,1,2019,5,16,20,8,25,7.916666666666667
2696,IndiGo,Mumbai,Hyderabad,0,2754,6,12,2019,4,13,30,12,0,1.5
2697,IndiGo,Kolkata,Banglore,1,6301,6,6,2019,3,16,5,10,30,5.583333333333333
2698,Air India,Kolkata,Banglore,2,13222,18,5,2019,5,13,45,9,25,28.333333333333332
2699,Jet Airways,Delhi,Cochin,1,12898,21,5,2019,1,12,35,17,30,19.083333333333332
2700,Air India,Banglore,New Delhi,1,12127,3,12,2019,1,20,35,6,45,13.833333333333334
2701,Jet Airways,Kolkata,Banglore,1,13067,21,5,2019,1,22,5,20,25,25.666666666666668
2702,Air India,Kolkata,Banglore,2,9920,4,1,2019,4,20,25,16,45,27.666666666666668
2703,GoAir,Banglore,Delhi,0,4239,4,1,2019,4,10,40,7,45,2.9166666666666665
2704,Jet Airways,Delhi,Cochin,1,14714,6,6,2019,3,19,0,21,50,21.166666666666668
2705,IndiGo,Kolkata,Banglore,1,6218,5,6,2019,2,23,30,18,5,5.416666666666667
2706,IndiGo,Chennai,Kolkata,0,7295,3,1,2019,3,7,35,5,15,2.3333333333333335
2707,Multiple carriers,Delhi,Cochin,1,7408,6,9,2019,4,11,30,3,50,7.666666666666667
2708,Jet Airways,Kolkata,Banglore,1,13994,6,9,2019,4,18,0,9,35,8.416666666666666
2709,IndiGo,Kolkata,Banglore,0,5224,15,5,2019,2,16,55,14,25,2.5
2710,SpiceJet,Mumbai,Hyderabad,0,4391,3,9,2019,1,7,5,5,45,1.3333333333333333
2711,Air India,Kolkata,Banglore,2,14109,18,5,2019,5,5,25,10,0,19.416666666666668
2712,SpiceJet,Banglore,Delhi,0,4885,27,4,2019,5,12,20,9,30,2.8333333333333335
2713,Jet Airways,Banglore,Delhi,0,8016,6,1,2019,6,11,20,8,20,3.0
2714,Multiple carriers,Delhi,Cochin,1,12524,24,6,2019,0,12,35,6,0,6.583333333333333
2715,Jet Airways,Delhi,Cochin,1,6017,27,3,2019,2,18,50,2,15,16.583333333333332
2717,SpiceJet,Banglore,Delhi,0,3625,4,1,2019,4,0,5,21,10,2.9166666666666665
2718,Air India,Delhi,Cochin,3,15586,3,9,2019,1,19,15,5,15,38.0
2719,Air India,Delhi,Cochin,1,7199,27,3,2019,2,19,15,8,0,11.25
2720,Jet Airways,Delhi,Cochin,2,12273,21,3,2019,3,4,25,6,20,22.083333333333332
2721,Multiple carriers,Delhi,Cochin,1,7530,6,6,2019,3,1,30,19,0,6.5
2722,Jet Airways,Mumbai,Hyderabad,0,5678,21,5,2019,1,21,5,19,35,1.5
2723,Air India,Delhi,Cochin,2,11753,24,6,2019,0,7,40,10,55,20.75
2724,SpiceJet,Mumbai,Hyderabad,0,1965,21,5,2019,1,0,15,22,45,1.5
2725,IndiGo,Delhi,Cochin,1,10208,21,3,2019,3,13,20,6,40,6.666666666666667
2726,IndiGo,Delhi,Cochin,1,5054,21,5,2019,1,1,30,20,25,5.083333333333333
2727,IndiGo,Delhi,Cochin,1,14871,3,3,2019,6,15,30,8,25,7.083333333333333
2728,Jet Airways,Delhi,Cochin,1,12373,18,5,2019,5,19,0,7,5,11.916666666666666
2729,SpiceJet,Mumbai,Hyderabad,0,2017,15,6,2019,5,0,15,22,45,1.5
2730,Jet Airways,Kolkata,Banglore,1,10661,24,3,2019,6,4,45,13,55,14.833333333333334
2731,Multiple carriers,Delhi,Cochin,1,9794,5,9,2019,3,19,0,10,20,8.666666666666666
2732,Jet Airways,Kolkata,Banglore,1,13067,5,9,2019,3,23,35,20,25,27.166666666666668
2733,SpiceJet,Chennai,Kolkata,0,7298,3,3,2019,6,20,5,17,45,2.3333333333333335
2734,IndiGo,Banglore,New Delhi,0,7648,3,3,2019,6,13,0,10,5,2.9166666666666665
2735,Air India,Kolkata,Banglore,2,10676,5,12,2019,3,21,50,12,0,9.833333333333334
2736,Air India,Banglore,Delhi,0,6961,6,3,2019,2,12,45,10,0,2.75
2737,IndiGo,Delhi,Cochin,1,6979,15,5,2019,2,1,30,11,25,14.083333333333334
2738,Multiple carriers,Delhi,Cochin,1,13587,27,5,2019,0,21,0,9,0,12.0
2739,Jet Airways,Kolkata,Banglore,1,10844,24,5,2019,4,23,35,14,5,9.5
2740,IndiGo,Banglore,Delhi,0,3943,5,12,2019,3,13,0,10,10,2.8333333333333335
2741,IndiGo,Delhi,Cochin,1,6838,6,12,2019,4,21,0,9,15,11.75
2742,Jet Airways,Delhi,Cochin,1,6542,15,4,2019,0,19,0,13,0,6.0
2743,Jet Airways,Delhi,Cochin,1,12239,21,5,2019,1,19,0,7,5,11.916666666666666
2744,Jet Airways,Kolkata,Banglore,1,14388,5,12,2019,3,4,40,16,30,12.166666666666666
2745,IndiGo,Kolkata,Banglore,0,4148,3,12,2019,1,8,20,5,30,2.8333333333333335
2746,Multiple carriers,Delhi,Cochin,2,16840,18,5,2019,5,1,30,15,5,10.416666666666666
2747,Multiple carriers,Delhi,Cochin,1,9646,6,3,2019,2,22,30,9,45,12.75
2748,Jet Airways,Kolkata,Banglore,1,14571,6,9,2019,4,18,15,21,10,21.083333333333332
2749,IndiGo,Delhi,Cochin,1,7923,15,5,2019,2,1,30,16,0,9.5
2750,Jet Airways,Kolkata,Banglore,1,8586,5,12,2019,3,4,40,20,0,8.666666666666666
2751,Multiple carriers,Delhi,Cochin,1,9646,6,3,2019,2,22,30,13,15,9.25
2752,Jet Airways,Kolkata,Banglore,1,14388,18,5,2019,5,12,0,14,5,21.916666666666668
2753,Jet Airways,Kolkata,Banglore,1,13044,6,12,2019,4,16,20,16,30,23.833333333333332
2754,Multiple carriers,Delhi,Cochin,1,10197,21,5,2019,1,19,0,10,0,9.0
2755,Jet Airways,Delhi,Cochin,1,14714,6,1,2019,6,19,0,19,45,23.25
2756,Air India,Delhi,Cochin,1,9929,6,1,2019,6,19,15,10,0,9.25
2757,Jet Airways,Delhi,Cochin,1,6017,21,3,2019,3,4,25,22,50,5.583333333333333
2758,SpiceJet,Chennai,Kolkata,0,3597,27,6,2019,3,12,0,9,45,2.25
2759,Air India,Delhi,Cochin,1,5704,21,3,2019,3,23,0,13,30,9.5
2760,Jet Airways,Delhi,Cochin,1,14714,6,3,2019,2,4,25,19,45,8.666666666666666
2761,Air India,Banglore,Delhi,0,5228,5,12,2019,3,12,45,10,0,2.75
2762,Jet Airways,Kolkata,Banglore,1,11467,4,1,2019,4,10,55,9,35,25.333333333333332
2763,Vistara,Banglore,Delhi,0,4668,6,6,2019,3,12,35,9,45,2.8333333333333335
2764,IndiGo,Banglore,Delhi,0,4591,18,4,2019,3,0,15,21,15,3.0
2765,IndiGo,Banglore,Delhi,0,3943,5,12,2019,3,0,15,21,15,3.0
2766,Air India,Banglore,Delhi,0,5228,21,4,2019,6,12,45,10,0,2.75
2767,Jet Airways,Delhi,Cochin,1,12242,27,3,2019,2,18,50,2,15,16.583333333333332
2768,Air India,Delhi,Cochin,2,11185,6,9,2019,4,9,25,7,5,26.333333333333332
2769,IndiGo,Delhi,Cochin,1,6573,4,9,2019,2,1,30,9,15,16.25
2770,Jet Airways,Kolkata,Banglore,1,14781,15,5,2019,2,22,35,16,30,6.083333333333333
2771,Air India,Kolkata,Banglore,2,14960,6,12,2019,4,8,55,16,45,16.166666666666668
2772,IndiGo,Chennai,Kolkata,0,4332,15,5,2019,2,14,0,11,35,2.4166666666666665
2773,Air Asia,Banglore,New Delhi,0,7652,3,3,2019,6,8,40,5,50,2.8333333333333335
2774,Jet Airways,Kolkata,Banglore,1,14151,24,5,2019,4,21,5,9,35,11.5
2775,SpiceJet,Banglore,Delhi,0,4319,6,12,2019,4,12,20,9,30,2.8333333333333335
2776,Jet Airways,Delhi,Cochin,2,10929,21,3,2019,3,18,50,19,10,23.666666666666668
2777,Air India,Kolkata,Banglore,2,11491,24,3,2019,6,10,0,7,0,27.0
2778,IndiGo,Delhi,Cochin,0,6015,18,4,2019,3,17,35,14,20,3.25
2779,Jet Airways,Kolkata,Banglore,1,12692,6,12,2019,4,21,5,9,35,11.5
2780,Air Asia,Kolkata,Banglore,0,4384,3,9,2019,1,1,20,22,50,2.5
2781,IndiGo,Banglore,Delhi,0,3943,6,3,2019,2,8,50,6,5,2.75
2782,Jet Airways,Delhi,Cochin,1,12373,18,5,2019,5,19,0,9,0,10.0
2783,Jet Airways,Banglore,New Delhi,1,19225,3,6,2019,0,13,15,8,0,5.25
2784,Jet Airways,Delhi,Cochin,1,14053,3,9,2019,1,18,50,19,45,23.083333333333332
2785,Air India,Banglore,Delhi,0,5911,4,12,2019,2,16,10,13,20,2.8333333333333335
2786,Multiple carriers,Delhi,Cochin,1,10877,6,9,2019,4,19,0,6,40,12.333333333333334
2787,Jet Airways,Kolkata,Banglore,1,7757,6,6,2019,3,4,40,18,55,9.75
2788,IndiGo,Delhi,Cochin,1,6558,21,3,2019,3,16,10,7,35,8.583333333333334
2789,IndiGo,Kolkata,Banglore,0,4804,21,4,2019,6,12,20,9,35,2.75
2790,Jet Airways,Mumbai,Hyderabad,0,5678,18,3,2019,0,17,20,15,50,1.5
2791,Jet Airways,Delhi,Cochin,1,12373,5,9,2019,3,4,25,10,0,18.416666666666668
2792,Jet Airways,Banglore,Delhi,0,5198,5,6,2019,2,8,45,6,0,2.75
2793,IndiGo,Kolkata,Banglore,0,6064,6,1,2019,6,16,55,14,25,2.5
2794,Jet Airways,Delhi,Cochin,1,15029,3,9,2019,1,4,25,21,50,6.583333333333333
2795,Jet Airways,Delhi,Cochin,2,10909,4,9,2019,2,19,0,5,30,13.5
2796,Multiple carriers,Delhi,Cochin,1,18492,3,9,2019,1,19,45,8,40,11.083333333333334
2797,Jet Airways,Delhi,Cochin,1,10262,24,6,2019,0,4,25,2,15,26.166666666666668
2798,Jet Airways,Kolkata,Banglore,1,8781,18,5,2019,5,17,35,11,50,5.75
2799,IndiGo,Delhi,Cochin,1,6442,27,5,2019,0,16,10,8,35,7.583333333333333
2800,Jet Airways,Mumbai,Hyderabad,1,20120,3,12,2019,1,16,35,9,50,6.75
2801,Vistara,Banglore,Delhi,0,4878,27,5,2019,0,22,15,19,30,2.75
2802,Jet Airways,Banglore,New Delhi,1,16736,3,6,2019,0,18,25,5,45,12.666666666666666
2803,SpiceJet,Kolkata,Banglore,1,9630,24,5,2019,4,18,30,11,15,7.25
2804,Vistara,Kolkata,Banglore,1,8610,5,9,2019,3,18,50,7,10,11.666666666666666
2805,Vistara,Chennai,Kolkata,0,3687,27,6,2019,3,9,20,7,5,2.25
2806,Vistara,Kolkata,Banglore,1,8452,15,5,2019,2,9,5,20,20,12.75
2807,IndiGo,Banglore,Delhi,0,3943,18,5,2019,5,13,20,10,30,2.8333333333333335
2808,IndiGo,Mumbai,Hyderabad,0,3342,15,3,2019,4,7,45,6,20,1.4166666666666667
2809,Jet Airways,Kolkata,Banglore,1,13067,5,12,2019,3,14,25,20,25,18.0
2810,Vistara,Banglore,Delhi,0,4878,5,6,2019,2,22,15,19,30,2.75
2811,Jet Airways,Kolkata,Banglore,1,14388,5,9,2019,3,10,5,21,10,12.916666666666666
2812,Jet Airways,Delhi,Cochin,2,16704,27,5,2019,0,4,25,13,25,15.0
2813,Air India,Mumbai,Hyderabad,0,3100,21,5,2019,1,20,45,19,30,1.25
2814,Air India,Banglore,New Delhi,3,13387,3,12,2019,1,18,5,17,25,24.666666666666668
2815,IndiGo,Mumbai,Hyderabad,0,4049,6,9,2019,4,10,40,9,10,1.5
2816,Jet Airways,Delhi,Cochin,2,13029,18,5,2019,5,19,0,5,30,13.5
2817,SpiceJet,Banglore,Delhi,0,3919,4,9,2019,2,0,5,21,10,2.9166666666666665
2818,IndiGo,Chennai,Kolkata,0,3850,5,3,2019,1,7,40,5,15,2.4166666666666665
2819,Air India,Delhi,Cochin,2,8839,24,6,2019,0,9,25,13,15,20.166666666666668
2820,Jet Airways,Kolkata,Banglore,1,7064,4,1,2019,4,4,40,16,30,12.166666666666666
2821,Jet Airways,Kolkata,Banglore,1,13941,5,12,2019,3,8,15,20,0,12.25
2822,Air India,Kolkata,Banglore,3,13007,24,5,2019,4,10,30,10,0,24.5
2823,Jet Airways,Kolkata,Banglore,1,14781,18,5,2019,5,22,35,14,5,8.5
2824,Jet Airways,Mumbai,Hyderabad,0,2071,18,3,2019,0,21,5,19,35,1.5
2825,Jet Airways,Delhi,Cochin,0,4256,21,6,2019,4,14,15,11,0,3.25
2826,Vistara,Banglore,New Delhi,0,7923,3,9,2019,1,18,35,16,0,2.5833333333333335
2827,Air Asia,Kolkata,Banglore,0,3782,15,3,2019,4,1,20,22,50,2.5
2828,Jet Airways,Kolkata,Banglore,1,12384,15,5,2019,2,9,45,20,25,13.333333333333334
2829,Multiple carriers,Delhi,Cochin,1,8565,21,3,2019,3,1,35,10,0,15.583333333333334
2830,IndiGo,Delhi,Cochin,1,6232,21,3,2019,3,21,0,16,0,5.0
2831,IndiGo,Banglore,New Delhi,0,4777,3,9,2019,1,8,20,5,30,2.8333333333333335
2832,Air India,Kolkata,Banglore,0,4145,6,1,2019,6,23,20,20,45,2.5833333333333335
2833,Air Asia,Kolkata,Banglore,1,5192,15,5,2019,2,10,40,22,40,12.0
2834,Air India,Delhi,Cochin,0,4729,4,1,2019,4,8,0,5,10,2.8333333333333335
2835,IndiGo,Delhi,Cochin,1,6093,6,3,2019,2,21,0,6,40,14.333333333333334
2836,Air India,Kolkata,Banglore,1,8891,5,1,2019,5,18,30,9,25,9.083333333333334
2837,Jet Airways,Delhi,Cochin,1,12242,27,3,2019,2,4,25,16,0,12.416666666666666
2838,Jet Airways,Kolkata,Banglore,1,11467,5,1,2019,5,18,0,17,0,25.0
2839,Jet Airways,Kolkata,Banglore,1,14781,21,5,2019,1,9,20,21,10,12.166666666666666
2840,Multiple carriers,Delhi,Cochin,1,10197,18,5,2019,5,19,0,7,0,12.0
2841,Jet Airways,Banglore,New Delhi,1,17261,3,6,2019,0,9,30,21,25,12.083333333333334
2842,Air India,Delhi,Cochin,1,7480,5,1,2019,5,9,25,20,40,12.75
2843,IndiGo,Kolkata,Banglore,0,4804,21,5,2019,1,18,5,15,30,2.5833333333333335
2844,SpiceJet,Kolkata,Banglore,0,4439,21,4,2019,6,11,25,9,0,2.4166666666666665
2846,SpiceJet,Delhi,Cochin,1,6065,21,3,2019,3,11,20,6,10,5.166666666666667
2847,Jet Airways,Kolkata,Banglore,1,8586,24,5,2019,4,4,40,18,55,9.75
2848,IndiGo,Delhi,Cochin,0,5406,18,3,2019,0,17,35,14,30,3.0833333333333335
2849,Jet Airways,Delhi,Cochin,2,12142,6,6,2019,3,4,25,18,25,10.0
2850,Jet Airways,Delhi,Cochin,1,14714,6,6,2019,3,12,35,2,15,10.333333333333334
2851,Jet Airways,Delhi,Cochin,1,10262,15,6,2019,5,4,25,2,15,26.166666666666668
2852,Air India,Banglore,New Delhi,1,15434,3,6,2019,0,23,55,11,50,12.083333333333334
2853,Air India,Kolkata,Banglore,2,10676,18,5,2019,5,11,10,12,0,23.166666666666668
2854,IndiGo,Kolkata,Banglore,0,4804,21,4,2019,6,22,55,20,20,2.5833333333333335
2855,Jet Airways,Delhi,Cochin,2,13014,6,9,2019,4,12,35,19,30,17.083333333333332
